Order_ID,Order_Date_ID,Delivery_Date_ID,Delivery_Days,Car_ID,Customer_ID,Region,Country,Dealer,Sales_Rep,Customer_Type,Order_Channel,Payment_Method,Discount_Pct,Final_Price_USD,Is_Certified_Pre_Owned,Mileage_At_Sale,Warranty_Years,Customer_Satisfaction_Score,Units_Sold
4473,20250906,20251204,89,CAR02003,CUST000273,Europe,Italy,BMW Roma,Mia Nakamura,Lease Return Buyout,Dealership Walk-in,Lease,6.77,99662.87,False,0,4,4.7,1
4474,20220525,20220808,75,CAR02004,CUST001369,Europe,Switzerland,BMW Zürich,Noah Andersson,Individual,Online Configurator,Manufacturer Finance,0.0,89800.0,False,0,4,4.7,1
4475,20221220,20230217,59,CAR01251,CUST002570,Asia Pacific,Japan,BMW Osaka,Nina Andersson,Individual,Online Configurator,Manufacturer Finance,0.86,90118.26,False,0,4,4.0,1
4476,20240214,20240316,31,CAR00334,CUST002383,Asia Pacific,Singapore,Performance Motors Singapore,Elena Zhang,Individual,Dealership Walk-in,Lease,0.0,95500.0,False,0,4,3.7,1
4477,20250307,20250425,49,CAR00205,CUST001742,Rest of World,Brazil,BMW São Paulo,Daniel Kim,Certified Pre-Owned Trade-In,Fleet Program,Bank Loan,0.13,86087.94,True,30580,4,4.2,1
4478,20220204,20220221,17,CAR01627,CUST001872,Middle East,Qatar,BMW Doha,David Kim,Individual,Dealership Walk-in,Manufacturer Finance,2.21,120770.65,False,0,4,4.4,1
4479,20220421,20220604,44,CAR00840,CUST000343,North America,Canada,BMW Toronto,David Tanaka,Individual,Online Configurator,Bank Loan,0.58,170008.2,False,0,4,4.0,1
4480,20230522,20230715,54,CAR00232,CUST003422,Europe,Italy,BMW Roma,Chen Müller,Individual,Dealership Walk-in,Bank Loan,0.0,71400.0,False,0,4,4.5,1
4481,20230402,20230507,35,CAR02005,CUST002676,Europe,France,BMW Lyon,Wei Kim,Individual,Referral,Bank Loan,0.31,96599.61,False,0,4,4.8,1
4482,20240101,20240422,112,CAR02006,CUST000102,Asia Pacific,Japan,BMW Osaka,Lucas Kim,Individual,Dealership Walk-in,Cash,3.92,151422.08,False,0,4,5.0,1
4483,20220807,20221013,67,CAR00679,CUST002978,North America,Canada,BMW Vancouver,Julia Nakamura,Individual,Dealership Walk-in,Manufacturer Finance,1.27,83130.66,False,0,4,4.1,1
4484,20230819,20231031,73,CAR00045,CUST002103,Asia Pacific,China,BMW Beijing Chaoyang,Noah Zhang,Individual,Dealership Walk-in,Manufacturer Finance,1.0,131967.0,False,0,4,5.0,1
4485,20240615,20241007,114,CAR01641,CUST002201,North America,Mexico,BMW Polanco,Fatima Zhang,Individual,Dealership Walk-in,Cash,4.96,89812.8,False,0,4,4.8,1
4486,20240605,20240919,106,CAR00126,CUST002969,Asia Pacific,China,BMW Shanghai Jing'an,Ravi Rossi,Individual,Referral,Bank Loan,6.14,104935.48,False,0,4,4.4,1
4487,20240118,20240212,25,CAR02007,CUST000485,Europe,Switzerland,BMW Zürich,Anna Weber,Individual,Auto Show Event,Manufacturer Finance,1.29,87358.35,False,0,4,4.7,1
4488,20220301,20220417,47,CAR00256,CUST003070,Rest of World,Brazil,BMW São Paulo,Fatima Zhang,Individual,Online Configurator,Manufacturer Finance,0.0,82300.0,False,0,4,4.1,1
4489,20240422,20240531,39,CAR01310,CUST001334,Asia Pacific,Australia,BMW Sydney,Laura Silva,Lease Return Buyout,Online Configurator,Bank Loan,0.0,127800.0,False,0,4,4.6,1
4490,20240607,20240908,93,CAR00925,CUST002922,North America,USA,BMW of Austin,Julia Kim,Individual,Online Configurator,Bank Loan,5.11,141480.99,False,0,4,4.6,1
4491,20220715,20220825,41,CAR01636,CUST002093,Europe,Germany,BMW Stuttgart Zentrum,Lucas Khan,Individual,Dealership Walk-in,Bank Loan,5.32,75933.36,False,0,4,5.0,1
4492,20241206,20250218,74,CAR00205,CUST001414,Asia Pacific,China,BMW Shanghai Jing'an,Felix Dubois,Certified Pre-Owned Trade-In,Dealership Walk-in,Cash,4.71,81091.79,True,31334,4,5.0,1
4493,20230106,20230120,14,CAR01187,CUST000606,North America,Mexico,BMW Guadalajara,Marco Schmidt,Individual,Dealership Walk-in,Bank Loan,0.18,134856.82,False,0,4,4.2,1
4494,20231028,20231211,44,CAR01164,CUST003135,North America,Canada,BMW Vancouver,Fatima Zhang,Individual,Referral,Bank Loan,6.06,83794.48,False,0,4,4.5,1
4495,20260128,20260327,58,CAR01849,CUST000949,Europe,Netherlands,BMW Amsterdam,Olivia Hassan,Lease Return Buyout,Online Configurator,Lease,2.96,69383.6,False,0,4,5.0,1
4496,20231214,20240224,72,CAR00101,CUST002329,Asia Pacific,Japan,BMW Osaka,Lucas Khan,Corporate Fleet,Dealership Walk-in,Cash,4.89,136197.52,False,0,4,4.3,1
4497,20251214,20260117,34,CAR02008,CUST001065,Asia Pacific,Singapore,Performance Motors Singapore,Anna Zhang,Lease Return Buyout,Dealership Walk-in,Bank Loan,0.43,151246.83,False,0,4,4.5,1
4498,20240106,20240222,47,CAR02009,CUST003333,Asia Pacific,Japan,BMW Osaka,Emma Al-Farsi,Individual,Referral,Bank Loan,5.13,70867.89,False,0,4,4.2,1
4499,20230408,20230518,40,CAR01685,CUST002480,Europe,Italy,BMW Milano,Wei Kim,Individual,Online Configurator,Lease,3.05,142225.65,False,0,4,4.2,1
4500,20240115,20240322,67,CAR02010,CUST003461,Rest of World,Brazil,BMW São Paulo,Noah Zhang,Individual,Fleet Program,Bank Loan,0.0,141700.0,False,0,4,3.7,1
4501,20260613,20260831,79,CAR00009,CUST000657,Middle East,Qatar,BMW Doha,Anna Zhang,Certified Pre-Owned Trade-In,Referral,Lease,2.6,79673.2,True,14650,4,3.7,1
4502,20221227,20230213,48,CAR01379,CUST002199,North America,Canada,BMW Toronto,Elena Zhang,Individual,Online Configurator,Bank Loan,3.3,90704.6,False,0,4,3.9,1
4503,20260611,20260720,39,CAR01591,CUST001934,Asia Pacific,South Korea,BMW Seoul Gangnam,Karim Murphy,Corporate Fleet,Dealership Walk-in,Cash,4.18,87100.38,False,0,4,4.5,1
4504,20221213,20230314,91,CAR01352,CUST000238,Europe,Netherlands,BMW Amsterdam,Ahmed Silva,Lease Return Buyout,Dealership Walk-in,Lease,0.21,122641.91,False,0,4,4.0,1
4505,20250424,20250809,107,CAR02011,CUST003261,Middle East,Qatar,BMW Doha,Ravi Rossi,Corporate Fleet,Online Configurator,Manufacturer Finance,2.83,157123.89,False,0,4,3.9,1
4506,20260528,20260613,16,CAR00684,CUST003832,North America,Canada,BMW Vancouver,Karim Cohen,Individual,Dealership Walk-in,Lease,0.83,80823.55,False,0,4,4.8,1
4507,20221219,20230405,107,CAR00384,CUST003739,Asia Pacific,Singapore,Performance Motors Singapore,Fatima Rossi,Individual,Online Configurator,Manufacturer Finance,2.25,134601.75,False,0,4,4.4,1
4508,20241025,20241204,40,CAR01571,CUST000812,Europe,Italy,BMW Milano,Karim Murphy,Individual,Online Configurator,Lease,1.48,116746.2,False,0,4,4.4,1
4509,20260220,20260322,30,CAR00245,CUST002742,Asia Pacific,Japan,BMW Osaka,Daniel Silva,Individual,Dealership Walk-in,Cash,4.44,113907.52,False,0,4,4.3,1
4510,20220210,20220416,65,CAR01517,CUST002406,Asia Pacific,Australia,BMW Melbourne,Laura Silva,Certified Pre-Owned Trade-In,Auto Show Event,Manufacturer Finance,4.16,153344.0,True,20269,4,4.7,1
4511,20250826,20251116,82,CAR00803,CUST000662,Europe,France,BMW Paris Champs-Élysées,Lucas Khan,Individual,Online Configurator,Bank Loan,4.89,153222.21,False,0,4,4.9,1
4512,20220421,20220604,44,CAR00866,CUST000099,North America,Canada,BMW Toronto,Wei Khan,Corporate Fleet,Dealership Walk-in,Manufacturer Finance,6.56,74378.24,False,0,4,4.2,1
4513,20221210,20230131,52,CAR00311,CUST003642,Asia Pacific,Australia,BMW Melbourne,Nina Tanaka,Individual,Fleet Program,Manufacturer Finance,0.0,84800.0,False,0,4,4.7,1
4514,20260111,20260318,66,CAR00522,CUST000134,North America,USA,BMW of Manhattan,Karim Ivanov,Individual,Dealership Walk-in,Cash,2.04,73176.12,False,0,4,4.9,1
4515,20260515,20260622,38,CAR02012,CUST000047,Europe,Switzerland,BMW Zürich,Nina Hassan,Individual,Online Configurator,Lease,0.0,88400.0,False,0,4,4.8,1
4516,20260317,20260630,105,CAR01541,CUST003354,Europe,United Kingdom,Park Lane BMW London,David Kim,Individual,Online Configurator,Manufacturer Finance,1.02,76115.62,False,0,4,5.0,1
4517,20220817,20221110,85,CAR00538,CUST003568,North America,Mexico,BMW Polanco,Julia Cohen,Individual,Dealership Walk-in,Bank Loan,2.05,130469.4,False,0,4,3.4,1
4518,20251118,20260201,75,CAR00674,CUST003828,Europe,Germany,BMW Niederlassung München,Tom Tanaka,Individual,Dealership Walk-in,Cash,3.81,122930.82,False,0,4,4.8,1
4519,20241026,20250203,100,CAR01462,CUST002456,Europe,Netherlands,BMW Amsterdam,Fatima Rossi,Individual,Online Configurator,Lease,3.55,122202.15,False,0,4,3.8,1
4520,20231001,20240124,115,CAR01858,CUST001104,Europe,Switzerland,BMW Zürich,Julia Nakamura,Individual,Dealership Walk-in,Manufacturer Finance,0.0,152200.0,False,0,4,4.2,1
4521,20241120,20250221,93,CAR01516,CUST000042,North America,Canada,BMW Vancouver,Karim Ivanov,Corporate Fleet,Online Configurator,Manufacturer Finance,0.54,152770.56,False,0,4,4.9,1
4522,20240808,20240924,47,CAR01751,CUST001850,Europe,Italy,BMW Roma,Nina Andersson,Individual,Dealership Walk-in,Bank Loan,0.0,174200.0,False,0,4,4.8,1
4523,20230615,20230928,105,CAR01514,CUST002681,Asia Pacific,South Korea,BMW Seoul Gangnam,Elena Zhang,Individual,Dealership Walk-in,Lease,0.0,77900.0,False,0,4,3.9,1
4524,20220609,20220912,95,CAR01606,CUST000121,Middle East,UAE,BMW Dubai Sheikh Zayed Rd,Julia Nakamura,Corporate Fleet,Dealership Walk-in,Lease,4.48,135351.84,False,0,4,4.7,1
4525,20260131,20260314,42,CAR02013,CUST003137,Europe,Germany,BMW Niederlassung München,David Tanaka,Corporate Fleet,Dealership Walk-in,Bank Loan,1.19,67289.61,False,0,4,5.0,1
4526,20240726,20241007,73,CAR00933,CUST000036,North America,Canada,BMW Vancouver,Felix Garcia,Individual,Dealership Walk-in,Lease,5.47,86778.54,False,0,4,4.6,1
4527,20240201,20240527,116,CAR00890,CUST003188,Europe,Netherlands,BMW Amsterdam,Anna Weber,Individual,Dealership Walk-in,Bank Loan,3.45,83998.5,False,0,4,4.2,1
4528,20221117,20230107,51,CAR00350,CUST000362,North America,USA,South Bay BMW,Karim Murphy,Lease Return Buyout,Online Configurator,Lease,5.24,89832.48,False,0,4,5.0,1
4529,20220107,20220211,35,CAR02014,CUST002301,Asia Pacific,Japan,BMW Osaka,Tom Andersson,Corporate Fleet,Dealership Walk-in,Cash,0.0,142600.0,False,0,4,5.0,1
4530,20250613,20250928,107,CAR00147,CUST003478,Asia Pacific,China,BMW Shanghai Jing'an,David Andersson,Individual,Online Configurator,Cash,0.0,81100.0,False,0,4,4.3,1
4531,20260315,20260408,24,CAR00210,CUST003199,Asia Pacific,Japan,BMW Tokyo Minato,Wei Khan,Individual,Online Configurator,Manufacturer Finance,0.0,93400.0,False,0,4,3.8,1
4532,20221011,20230130,111,CAR00478,CUST000653,Europe,United Kingdom,BMW Manchester,David Andersson,Individual,Dealership Walk-in,Manufacturer Finance,0.0,145900.0,False,0,4,4.3,1
4533,20220922,20221102,41,CAR02015,CUST000467,Rest of World,Brazil,BMW São Paulo,Nina Hassan,Certified Pre-Owned Trade-In,Referral,Manufacturer Finance,4.85,83065.95,True,35609,4,4.7,1
4534,20260619,20260729,40,CAR02016,CUST000261,Middle East,Saudi Arabia,BMW Riyadh,Chen Müller,Individual,Dealership Walk-in,Manufacturer Finance,8.99,90554.95,False,0,4,4.2,1
4535,20240915,20241126,72,CAR02017,CUST000654,Asia Pacific,China,BMW Shanghai Jing'an,Julia Kim,Certified Pre-Owned Trade-In,Online Configurator,Bank Loan,1.42,143138.16,True,28677,4,4.7,1
4536,20251228,20260224,58,CAR01680,CUST001987,North America,Canada,BMW Vancouver,Omar Tanaka,Lease Return Buyout,Dealership Walk-in,Cash,4.52,71037.12,False,0,4,5.0,1
4537,20250616,20250909,85,CAR00241,CUST002798,North America,USA,South Bay BMW,Sophie Park,Individual,Dealership Walk-in,Lease,9.32,104826.08,False,0,4,3.9,1
4538,20260528,20260918,113,CAR00590,CUST000752,Asia Pacific,South Korea,BMW Seoul Gangnam,Noah Zhang,Individual,Referral,Bank Loan,5.29,102665.64,False,0,4,3.7,1
4539,20220621,20220921,92,CAR00432,CUST000990,North America,Canada,BMW Vancouver,Elena Ivanov,Individual,Online Configurator,Bank Loan,4.47,96867.42,False,0,4,4.3,1
4540,20230518,20230721,64,CAR01401,CUST003565,Europe,Germany,BMW Niederlassung München,Marco Müller,Corporate Fleet,Online Configurator,Manufacturer Finance,3.58,144147.9,False,0,4,4.2,1
4541,20231211,20240314,94,CAR01589,CUST001599,Asia Pacific,South Korea,BMW Seoul Gangnam,Ahmed Silva,Certified Pre-Owned Trade-In,Dealership Walk-in,Lease,2.75,89761.75,True,17267,4,4.3,1
4542,20240817,20241204,109,CAR01049,CUST003111,Middle East,Saudi Arabia,BMW Riyadh,Karim Murphy,Individual,Dealership Walk-in,Bank Loan,2.31,156890.14,False,0,4,5.0,1
4543,20220125,20220309,43,CAR02018,CUST002720,Asia Pacific,South Korea,BMW Seoul Gangnam,Mia Müller,Corporate Fleet,Online Configurator,Manufacturer Finance,0.0,86100.0,False,0,4,5.0,1
4544,20241101,20250207,98,CAR02019,CUST002847,Middle East,Saudi Arabia,BMW Riyadh,Fatima Zhang,Corporate Fleet,Dealership Walk-in,Bank Loan,5.87,165480.54,False,0,4,3.9,1
4545,20220310,20220422,43,CAR00370,CUST003194,Asia Pacific,Japan,BMW Osaka,Nina Hassan,Individual,Auto Show Event,Cash,7.17,106197.52,False,0,4,4.2,1
4546,20230111,20230430,109,CAR00255,CUST001139,North America,Mexico,BMW Polanco,Nina Cohen,Corporate Fleet,Online Configurator,Manufacturer Finance,5.84,121560.56,False,0,4,4.8,1
4547,20240211,20240328,46,CAR01200,CUST001945,North America,Canada,BMW Vancouver,Nina Hassan,Individual,Fleet Program,Bank Loan,0.0,104100.0,False,0,4,3.6,1
4548,20250506,20250827,113,CAR02020,CUST002416,Europe,Netherlands,BMW Amsterdam,Nina Silva,Individual,Referral,Lease,3.43,79283.97,False,0,4,3.9,1
4549,20251227,20260307,70,CAR01344,CUST002077,Europe,Switzerland,BMW Zürich,Daniel Silva,Individual,Online Configurator,Lease,3.18,141938.12,False,0,4,5.0,1
4550,20260121,20260213,23,CAR01097,CUST002329,Europe,Netherlands,BMW Amsterdam,Marco Schmidt,Corporate Fleet,Dealership Walk-in,Bank Loan,4.69,117707.85,False,0,4,3.9,1
4551,20220603,20220626,23,CAR02021,CUST002484,North America,Mexico,BMW Guadalajara,Daniel Silva,Individual,Dealership Walk-in,Lease,1.01,70975.83,False,0,4,5.0,1
4552,20260623,20261005,104,CAR00223,CUST000187,Asia Pacific,South Korea,BMW Seoul Gangnam,Karim Murphy,Individual,Referral,Manufacturer Finance,3.96,71357.72,False,0,4,4.2,1
4553,20260302,20260329,27,CAR01963,CUST002141,North America,Mexico,BMW Guadalajara,Sophie Park,Certified Pre-Owned Trade-In,Referral,Bank Loan,0.31,84238.05,True,18797,4,4.7,1
4554,20220629,20220910,73,CAR02022,CUST002793,Asia Pacific,Japan,BMW Osaka,David Kim,Corporate Fleet,Dealership Walk-in,Manufacturer Finance,1.71,80597.8,False,0,4,5.0,1
4555,20231213,20240327,105,CAR00101,CUST002583,North America,USA,Chicago M Motors,Julia Cohen,Individual,Online Configurator,Cash,4.5,145637.5,False,0,4,4.6,1
4556,20220514,20220707,54,CAR02023,CUST003808,Europe,Italy,BMW Milano,Julia Kim,Corporate Fleet,Online Configurator,Manufacturer Finance,7.71,77523.6,False,0,4,5.0,1
4557,20230922,20231012,20,CAR00688,CUST001750,North America,Mexico,BMW Polanco,Anna Nakamura,Corporate Fleet,Dealership Walk-in,Lease,5.67,110932.08,False,0,4,5.0,1
4558,20240308,20240502,55,CAR01034,CUST001175,Asia Pacific,Japan,BMW Tokyo Minato,Julia Kim,Lease Return Buyout,Dealership Walk-in,Bank Loan,4.14,136025.34,False,0,4,4.0,1
4559,20250604,20250826,83,CAR01038,CUST001293,Europe,Spain,BMW Barcelona,Julia Cohen,Lease Return Buyout,Auto Show Event,Lease,0.32,136362.24,False,0,4,5.0,1
4560,20230117,20230516,119,CAR01251,CUST003387,North America,Canada,BMW Toronto,Daniel Kim,Lease Return Buyout,Online Configurator,Lease,6.73,71817.9,False,0,4,5.0,1
4561,20220311,20220517,67,CAR00492,CUST001017,North America,Mexico,BMW Polanco,David Andersson,Individual,Online Configurator,Manufacturer Finance,2.41,92027.37,False,0,4,5.0,1
4562,20240331,20240427,27,CAR00318,CUST000783,Rest of World,South Africa,BMW Johannesburg,David Tanaka,Individual,Fleet Program,Bank Loan,6.26,133110.8,False,0,4,4.3,1
4563,20240511,20240719,69,CAR02024,CUST001471,Europe,United Kingdom,Park Lane BMW London,Nina Cohen,Individual,Online Configurator,Bank Loan,4.23,68667.09,False,0,4,3.6,1
4564,20250609,20250708,29,CAR00106,CUST000158,Asia Pacific,Singapore,Performance Motors Singapore,Anna Nakamura,Individual,Dealership Walk-in,Cash,3.15,130360.1,False,0,4,4.5,1
4565,20241104,20241212,38,CAR00202,CUST002221,Asia Pacific,Australia,BMW Melbourne,Lucas Khan,Individual,Online Configurator,Manufacturer Finance,0.6,81209.8,False,0,4,5.0,1
4566,20231004,20231113,40,CAR00934,CUST001657,Rest of World,Brazil,BMW São Paulo,Wei Murphy,Individual,Dealership Walk-in,Cash,1.65,83695.85,False,0,4,5.0,1
4567,20251220,20260324,94,CAR00149,CUST002206,Europe,Italy,BMW Roma,Nina Hassan,Individual,Dealership Walk-in,Bank Loan,5.03,82244.02,False,0,4,4.8,1
4568,20260206,20260225,19,CAR00057,CUST002180,Europe,United Kingdom,Park Lane BMW London,Elena Cohen,Individual,Online Configurator,Manufacturer Finance,3.17,62745.84,False,0,4,4.4,1
4569,20220612,20220909,89,CAR02025,CUST003180,North America,USA,BMW of Austin,Mia Müller,Individual,Fleet Program,Manufacturer Finance,2.57,104737.25,False,0,4,4.7,1
4570,20240606,20240804,59,CAR01847,CUST001687,Europe,Switzerland,BMW Zürich,Liam Garcia,Individual,Dealership Walk-in,Lease,0.84,88450.72,False,0,4,3.6,1
4571,20250105,20250320,74,CAR00290,CUST003138,North America,USA,BMW of Miami,David Kim,Certified Pre-Owned Trade-In,Dealership Walk-in,Bank Loan,3.9,83126.5,True,28224,4,5.0,1
4572,20220714,20221014,92,CAR01404,CUST000990,Asia Pacific,Singapore,Performance Motors Singapore,Lucas Khan,Individual,Referral,Lease,3.72,97435.36,False,0,4,3.9,1
4573,20250223,20250613,110,CAR02026,CUST000197,North America,Canada,BMW Toronto,Tom Silva,Individual,Auto Show Event,Bank Loan,4.32,116346.88,False,0,4,4.5,1
4574,20220207,20220411,63,CAR00138,CUST000225,North America,Mexico,BMW Guadalajara,Karim Murphy,Corporate Fleet,Online Configurator,Bank Loan,4.52,90324.08,False,0,4,3.4,1
4575,20230306,20230409,34,CAR00489,CUST002919,Europe,Switzerland,BMW Zürich,David Andersson,Individual,Auto Show Event,Bank Loan,0.28,78978.24,False,0,4,4.5,1
4576,20241119,20250118,60,CAR01291,CUST001600,North America,USA,BMW of Miami,Mia Nakamura,Certified Pre-Owned Trade-In,Online Configurator,Manufacturer Finance,1.49,81073.73,True,38200,4,4.1,1
4577,20230109,20230408,89,CAR01692,CUST003863,North America,Mexico,BMW Guadalajara,Felix Garcia,Individual,Referral,Cash,0.0,145600.0,False,0,4,4.6,1
4578,20250508,20250707,60,CAR02027,CUST000324,Europe,United Kingdom,Park Lane BMW London,Laura Nakamura,Lease Return Buyout,Dealership Walk-in,Bank Loan,4.38,129947.58,False,0,4,4.8,1
4579,20230122,20230408,76,CAR02028,CUST001494,Rest of World,South Africa,BMW Johannesburg,Emma Al-Farsi,Lease Return Buyout,Referral,Bank Loan,5.73,116894.8,False,0,4,4.8,1
4580,20251109,20251130,21,CAR01721,CUST000783,North America,Mexico,BMW Polanco,Nina Hassan,Lease Return Buyout,Dealership Walk-in,Lease,8.98,75091.5,False,0,4,4.9,1
4581,20230526,20230717,52,CAR00093,CUST001796,Europe,Netherlands,BMW Amsterdam,Noah Zhang,Corporate Fleet,Dealership Walk-in,Manufacturer Finance,1.19,81617.06,False,0,4,5.0,1
4582,20250130,20250402,62,CAR00927,CUST003263,Middle East,UAE,BMW Dubai Sheikh Zayed Rd,Tom Tanaka,Individual,Auto Show Event,Lease,4.74,74207.54,False,0,4,4.4,1
4583,20260202,20260426,83,CAR01832,CUST002011,North America,Canada,BMW Toronto,Nina Hassan,Individual,Online Configurator,Lease,1.51,90216.84,False,0,4,4.5,1
4584,20250603,20250621,18,CAR01204,CUST003005,Middle East,Saudi Arabia,BMW Riyadh,David Andersson,Corporate Fleet,Dealership Walk-in,Lease,2.81,92622.07,False,0,4,4.4,1
4585,20251203,20260228,87,CAR00293,CUST002352,Europe,Netherlands,BMW Amsterdam,Omar Tanaka,Individual,Referral,Bank Loan,1.03,94120.47,False,0,4,4.8,1
4586,20260428,20260606,39,CAR02029,CUST003369,North America,Mexico,BMW Polanco,David Rossi,Individual,Dealership Walk-in,Cash,0.0,89700.0,False,0,4,4.4,1
4587,20250815,20250927,43,CAR00775,CUST000210,Europe,Netherlands,BMW Amsterdam,David Tanaka,Individual,Dealership Walk-in,Lease,0.68,78860.08,False,0,4,4.5,1
4588,20260322,20260706,106,CAR00482,CUST001716,North America,Mexico,BMW Polanco,Julia Nakamura,Individual,Online Configurator,Cash,3.15,73218.6,False,0,4,3.7,1
4589,20230216,20230304,16,CAR00784,CUST001394,North America,USA,BMW of Miami,Elena Al-Farsi,Individual,Auto Show Event,Bank Loan,0.4,98006.4,False,0,4,4.4,1
4590,20220914,20221030,46,CAR00432,CUST002150,North America,USA,BMW of Austin,Laura Silva,Individual,Dealership Walk-in,Bank Loan,0.0,91600.0,False,0,4,3.8,1
4591,20240610,20240703,23,CAR00557,CUST003062,North America,Canada,BMW Toronto,David Tanaka,Individual,Online Configurator,Lease,0.24,77513.52,False,0,4,4.6,1
4592,20241108,20250305,117,CAR02030,CUST003726,Rest of World,Brazil,BMW São Paulo,Sophie Park,Individual,Dealership Walk-in,Cash,5.72,140005.8,False,0,4,5.0,1
4593,20220808,20220828,20,CAR02031,CUST002198,North America,USA,South Bay BMW,Karim Ivanov,Individual,Dealership Walk-in,Lease,0.0,109000.0,False,0,4,4.9,1
4594,20240221,20240528,97,CAR00686,CUST003042,North America,Canada,BMW Toronto,Julia Kim,Corporate Fleet,Online Configurator,Bank Loan,0.6,96517.4,False,0,4,4.2,1
4595,20241003,20241119,47,CAR00924,CUST003013,North America,USA,Chicago M Motors,Ravi Rossi,Individual,Dealership Walk-in,Manufacturer Finance,3.66,153373.28,False,0,4,4.5,1
4596,20240216,20240310,23,CAR02032,CUST000522,North America,Canada,BMW Toronto,Omar Schmidt,Individual,Fleet Program,Cash,0.77,89406.23,False,0,4,4.4,1
